gene_ID	length
LOC116268616	447
LOC116268617	6967.5
LOC116268619	5796.5
LOC116268620	6625.71428571429
LOC116268621	5090
LOC116268622	972
LOC116268623	2041
LOC116268628	1473.5
LOC116268631	3136
LOC116268632	1653
LOC116268633	1827
LOC116268635	1342
LOC116268636	1342.66666666667
LOC116268638	397
LOC116268644	616
LOC116268645	784
LOC116268652	782
LOC116268653	5479.5
LOC116268654	975.166666666667
LOC116268656	7496
LOC116268657	1221.14285714286
LOC116268658	368
LOC116268660	2457
LOC116268661	3153
LOC116268662	2022
LOC116268663	5126.4
LOC116268664	1317.125
LOC116268665	2327
LOC116268666	1315
LOC116268667	2730
LOC116268668	3927
LOC116268670	1530.5
LOC116268672	1022
LOC116268673	4525
LOC116268674	4528
LOC116268676	1166
LOC116268677	1036
LOC116268679	3831
LOC116268680	1290
LOC116268817	3013
LOC116268818	856
LOC116268824	2457.33333333333
LOC116268825	3480.75
LOC116268830	3224
LOC116268832	2085
LOC116268841	1763
LOC116268844	536
LOC116268849	5322.75
LOC116268860	2566
LOC116268861	5861
LOC116268867	570
LOC116268882	1328
LOC116268896	1320
LOC116268904	1222
LOC116268906	1835.5
LOC116268914	5429
LOC116268927	1267
LOC116268930	614
LOC116268953	3565.14285714286
LOC116268955	550
LOC116268968	3441
LOC116269088	1662
LOC116269131	1855
LOC116269134	4305
LOC116269135	4304
LOC116269146	1651
LOC116269148	1951
LOC116269156	2808.5
LOC116269178	2103.5
LOC116269200	896
LOC116269202	3361
LOC116269205	3304
LOC116269236	1328
LOC116269237	4465
LOC116269247	1196
LOC116269383	3238
LOC116269387	4831
LOC116269401	3121
LOC116269403	1633
LOC116269410	2885
LOC116269420	2880
LOC116269421	740
LOC116269429	3300
LOC116269434	4935
LOC116269441	3412
LOC116269442	2612
LOC116269443	1115
LOC116269444	1354.85714285714
LOC116269450	1794.8125
LOC116269451	1794.8125
LOC116269467	7676
LOC116269468	3827.5
LOC116269483	1432
LOC116269493	1090
LOC116269494	1090
LOC116269496	2457
LOC116269507	2686
LOC116269515	2425.83333333333
LOC116269516	1662
LOC116269528	515.333333333333
LOC116269531	4193.33333333333
LOC116269532	2017.25
LOC116269533	2047.33333333333
LOC116269535	3376
LOC116269539	10494
LOC116269668	6118
LOC116269672	3143
LOC116269673	950
LOC116269674	5554
LOC116269691	3033
LOC116269706	1733
LOC116269714	962
LOC116269717	1353
LOC116269720	2186
LOC116269722	2152
LOC116269723	876.5
LOC116269725	815
LOC116269726	694
LOC116269727	815
LOC116269731	3406.22727272727
LOC116269732	816
LOC116269733	719
LOC116269735	1543
LOC116269737	1410
LOC116269738	1952
LOC116269741	3397.75
LOC116269742	1096
LOC116269764	2678.33333333333
LOC116269765	4808.5
LOC116269767	2441
LOC116269769	2356.6
LOC116269771	571
LOC116269777	864
LOC116269782	482
LOC116269788	2662
LOC116269790	2559
LOC116269796	1501
LOC116269798	1397
LOC116269799	2070
LOC116269804	2916.66666666667
LOC116269813	1294
LOC116269816	917
LOC116269817	3177
LOC116269819	1148
LOC116269820	934
LOC116269824	976
LOC116269826	3133
LOC116269829	1151
LOC116269830	1302
LOC116269977	1212
LOC116269978	1947
LOC116269987	2140.5
LOC116269989	2198
LOC116269998	3142
LOC116270025	3766
LOC116270026	865
LOC116270046	3218
LOC116270055	1207
LOC116270057	6837
LOC116270058	6834
LOC116270059	4296
LOC116270076	1214
LOC116270077	1688
LOC116270083	747
LOC116270084	491
LOC116270094	1654
LOC116270095	820
LOC116270097	3485
LOC116270098	1885
LOC116270103	548
LOC116270104	2983
LOC116270105	2983
LOC116270106	927
LOC116270107	960
LOC116270111	791
LOC116270115	2239.5
LOC116270125	436
LOC116270255	2190
LOC116270257	485
LOC116270258	475
LOC116270260	275
LOC116270266	1639
LOC116270294	1744
LOC116270301	3173
LOC116270313	5874.5
LOC116270314	1450
LOC116270318	2611
LOC116270319	2864
LOC116270321	905
LOC116270334	1056
LOC116270335	1470
LOC116270337	2670
LOC116270340	3029
LOC116270365	825
LOC116270368	2563
LOC116270369	2347.5
LOC116270372	726
LOC116270507	2263
LOC116270519	481
LOC116270527	3367
LOC116270528	7362
LOC116270540	902
LOC116270541	1568
LOC116270566	2825
LOC116270570	3551
LOC116270571	1344.33333333333
LOC116270573	2021
LOC116270576	404
LOC116270577	5322
LOC116270578	5322
LOC116270582	923
LOC116270592	2900
LOC116270598	735
LOC116270599	1542
LOC116270671	1466
LOC116270672	2731
LOC116270674	747
LOC116270705	180
LOC116270711	1676
LOC116270713	1242
LOC116270716	2174
LOC116270718	1945
LOC116270721	4008.5
LOC116270743	860
LOC116270755	638
LOC116270773	1208
LOC116270793	2607.6
LOC116270797	3124.5
LOC116270802	1596
LOC116270808	1104.16666666667
LOC116270809	8977.625
LOC116270810	1104.16666666667
LOC116270814	2462.42857142857
LOC116270837	1500
LOC116270838	1125
LOC116270839	4283
LOC116270841	3387
LOC116270955	678
LOC116270956	727
LOC116270960	2369
LOC116270962	2159
LOC116270964	5388
LOC116270965	1549
LOC116270966	3741
LOC116270967	703
LOC116270968	1385
LOC116270969	1207
LOC116270972	2688
LOC116270973	1629
LOC116270974	1729
LOC116270976	2206
LOC116270981	5381.5
LOC116270982	1527
LOC116270983	1691
LOC116270986	1303
LOC116270988	5275
LOC116271001	697
LOC116271002	943.5
LOC116271010	417
LOC116271017	3325
LOC116271018	4664
LOC116271019	3581.83333333333
LOC116271024	1234
LOC116271026	600
LOC116271033	1957
LOC116271034	829
LOC116271035	1591
LOC116271036	918
LOC116271047	1421
LOC116271048	1206
LOC116271056	3926
LOC116271057	3847
LOC116271061	1392
LOC116271072	1070
LOC116271078	1955.5
LOC116271084	2326.33333333333
LOC116271086	4610
LOC116271218	1166
LOC116271223	2167
LOC116271224	4806.33333333333
LOC116271225	723
LOC116271226	2167
LOC116271229	828
LOC116271235	1740
LOC116271236	2831.5
LOC116271237	5389.5
LOC116271238	1032.57142857143
LOC116271245	659
LOC116271247	445
LOC116271248	887
LOC116271249	4466
LOC116271251	830
LOC116271252	2626
LOC116271256	1748.42857142857
LOC116271257	943
LOC116271267	1285
LOC116271269	1032.5
LOC116271275	2607.5
LOC116271280	1757
LOC116271287	1427
LOC116271291	1940
LOC116271297	1182
LOC116271300	987
LOC116271303	3160.33333333333
LOC116271304	1432
LOC116271308	3566
LOC116271325	2102.33333333333
LOC116271328	1740
LOC116271332	2074
LOC116271338	4190.5
LOC116271342	1712
LOC116271344	2701
LOC116271345	1935
LOC116271346	986
LOC116271439	1056
LOC116271440	2277
LOC116271449	1679
LOC116271451	3373.5
LOC116271473	589
LOC116271478	768
LOC116271490	1489
LOC116271500	2793
LOC116271505	3603.85714285714
LOC116271601	1622
LOC116271602	494
LOC116271604	864
LOC116271606	901
LOC116271607	3163
LOC116271609	478
LOC116271613	503
LOC116271614	3044
LOC116271617	2843
LOC116271622	2189
LOC116271628	936
LOC116271629	1994
LOC116271634	4515.5
LOC116271636	2349
LOC116271637	4082
LOC116271639	3180
LOC116271651	1486
LOC116271652	888.166666666667
LOC116271660	663
LOC116271662	1495
LOC116271663	933.5
LOC116271666	1385.4
LOC116271667	933.5
LOC116271670	999.5
LOC116271678	1719
LOC116271679	1234.5
LOC116271681	2017
LOC116271687	1029
LOC116271692	2752.5
LOC116271694	1384
LOC116271695	577
LOC116271699	2492
LOC116271702	942
LOC116271708	3813
LOC116271713	1678
LOC116271715	637
LOC116271718	1465
LOC116271719	1879
LOC116271728	3040
LOC116271731	5323
LOC116271735	1476
LOC116271737	1773
LOC116271738	2465
LOC116271739	625
LOC116271743	1198
LOC116271750	3351
LOC116271753	1729
LOC116271797	4734
LOC116271818	1169
LOC116271819	776
LOC116271820	1485.5
LOC116271824	4523
LOC116271840	1598
LOC116271843	3992
LOC116271845	1238
LOC116271848	1000
LOC116271867	1181
LOC116271871	973
LOC116271899	1079
LOC116271900	2215
LOC116271902	2221
LOC116271914	2633
LOC116271920	2981.33333333333
LOC116271955	829.5
LOC116271966	3010
LOC116271976	8273
LOC116271983	2801
LOC116271990	1561
LOC116271993	2966.42857142857
LOC116271996	567
LOC116271997	1654
LOC116271999	918
LOC116272000	1233
LOC116272003	4140
LOC116272016	3164
LOC116272023	1410
LOC116272024	6806
LOC116272047	735
LOC116272088	2360
LOC116272089	1680
LOC116272091	2328
LOC116272092	1007
LOC116272094	1215
LOC116272102	1283
LOC116272107	882
LOC116272140	618
LOC116272145	820
LOC116272158	744
LOC116272173	2131
LOC116272333	2339
LOC116272343	3147
LOC116272344	1521
LOC116272355	4234.92307692308
LOC116272361	1119
LOC116272365	1572
LOC116272366	3507
LOC116272381	3596.33333333333
LOC116272386	991.666666666667
LOC116272391	2656
LOC116272400	4865
LOC116272403	949
LOC116272408	1019
LOC116272411	1696
LOC116272413	3899
LOC116272414	1372
LOC116272416	2582
LOC116272420	834
LOC116272421	2293.5
LOC116272433	1844
LOC116272435	2543
LOC116272438	688
LOC116272440	3010
LOC116272445	1945.5
LOC116272447	3270.7
LOC116272449	2049
LOC116272451	1691
LOC116272453	1565
LOC116272454	5283
LOC116272456	1643
LOC116272457	2012
LOC116272459	503
LOC116272467	5548
LOC116272469	949
LOC116272472	2113
LOC116272476	1289
LOC116272482	3670.5
LOC116272483	1953
LOC116272487	2469
LOC116272490	2013
LOC116272493	369
LOC116272509	2951
LOC116272520	1819
LOC116272527	957
LOC116272529	4102
LOC116272538	1845
LOC116272539	2234
LOC116272542	2593
LOC116272550	4847
LOC116272553	1469
LOC116272554	1933
LOC116272565	4018.5
LOC116272566	1709
LOC116272568	1492
LOC116272571	1990
LOC116272574	1546.1
LOC116272583	500
LOC116272588	1792
LOC116272592	1250
LOC116272598	1880
LOC116272601	1757
LOC116272602	3774
LOC116272604	1238
LOC116272610	1806.5
LOC116272613	1444
LOC116272614	1643
LOC116272615	5460
LOC116272618	1108
LOC116272619	884
LOC116272620	1893
LOC116272626	3420.33333333333
LOC116272630	8484
LOC116272636	2055
LOC116272643	947.5
LOC116272646	1146
LOC116272648	6284
LOC116272652	1916.5
LOC116272655	1430.66666666667
LOC116272657	1679
LOC116272658	2720
LOC116272659	1824.33333333333
LOC116272661	2069
LOC116272663	4940
LOC116272669	1444
LOC116272672	8194
LOC116272673	844
LOC116272676	3677
LOC116272677	383
LOC116272680	1040
LOC116272682	3158.5
LOC116272690	3194.33333333333
LOC116272694	974.666666666667
LOC116272698	4289.33333333333
LOC116272700	4289
LOC116272711	2953
LOC116272713	2140
LOC116272717	2988
LOC116272718	1964.5
LOC116272719	6489.5
LOC116272720	4456
LOC116272723	6489.5
LOC116272724	4456
LOC116272725	2613
LOC116272728	6487.5
LOC116272729	5811
LOC116272730	2613
LOC116272731	1062
LOC116272732	6487.5
LOC116272733	4095
LOC116272734	2613
LOC116272737	5621
LOC116272740	1093
LOC116272741	3763.83333333333
LOC116272742	7157
LOC116272744	892
LOC116272747	1498
LOC116272749	1224
LOC116272751	9131.5
LOC116272754	1443
LOC116272756	4210
LOC116272759	1556.5
LOC116272760	1688
LOC116272761	1339
LOC116272762	988
LOC116272763	1739
LOC116272764	3269
LOC116272767	1387
LOC116272770	2423.5
LOC116272771	1498
LOC116272775	2385
LOC116272779	1927
LOC116272780	3270
LOC116272781	825
LOC116272782	874
LOC116272784	1724
LOC116272785	2157
LOC116272786	643
LOC116272787	928
LOC116272788	9607
LOC116272789	5193
LOC116272790	2613
LOC116272791	6374
LOC116272793	3379
LOC116272794	1139
LOC116272796	4424
LOC116272798	380
LOC116272803	1458
LOC116272804	1826.5
LOC116272818	8302
LOC116272819	2113.66666666667
LOC116272821	858
LOC116272826	1876.5
LOC116272829	25102
LOC116272833	1936.5
LOC116272834	2356.5
LOC116272842	780
LOC116272843	1230
LOC116272844	3472
LOC116272845	1935
LOC116272847	1058
LOC116272849	621
LOC116272850	2175
LOC116272851	2865.25
LOC116272853	7469.66666666667
LOC116272854	4114
LOC116272860	1682.5
LOC116272861	454
LOC116272862	557
LOC116272864	1428
LOC116272866	1371
LOC116272867	561
LOC116272869	798
LOC116272870	1209
LOC116272872	1498
LOC116272873	3400
LOC116272874	602
LOC116272876	2000
LOC116272877	891
LOC116272878	900
LOC116272882	566
LOC116272885	5460
LOC116272887	5784.6
LOC116272888	3813.28571428571
LOC116272889	1632.55555555556
LOC116272890	675
LOC116272891	4800.7
LOC116272892	1541
LOC116272896	503
LOC116272898	551
LOC116272900	2397
LOC116272903	2784
LOC116272905	2788
LOC116272906	1581
LOC116272909	451
LOC116272911	3763
LOC116272912	3980.5
LOC116272914	2542
LOC116272920	6332
LOC116272922	1587.5
LOC116272924	833
LOC116272927	1137
LOC116272930	578
LOC116272932	789
LOC116272933	2321.5
LOC116272935	4478
LOC116272937	1558.2
LOC116272941	1137
LOC116272942	1302
LOC116272949	3797
LOC116272950	724
LOC116272951	688
LOC116272958	997
LOC116272961	1425
LOC116272963	2032
LOC116272964	1664
LOC116272967	3560
LOC116272968	4524.5
LOC116272974	886
LOC116272977	1427.16666666667
LOC116272978	1809
LOC116272982	1810
LOC116272987	1752
LOC116272993	1314
LOC116272998	1574.75
LOC116272999	4522.6
LOC116273000	2356.5
LOC116273003	1571
LOC116273004	4533
LOC116273009	2356.5
LOC116273011	3702
LOC116273015	390
LOC116273016	1046
LOC116273018	9117
LOC116273019	877
LOC116273020	3691
LOC116273024	1113
LOC116273026	8105
LOC116273027	4213
LOC116273029	1676
LOC116273032	3217
LOC116273037	511
LOC116273038	973
LOC116273040	752
LOC116273041	776
LOC116273043	327
LOC116273044	635
LOC116273049	614
LOC116273050	1302
LOC116273053	598
LOC116273056	967
LOC116273059	2901
LOC116273060	1964.5
LOC116273061	3238
LOC116273063	1448
LOC116273083	1858
LOC116273084	504
LOC116273089	984
LOC116273092	1099.5
LOC116273097	5626
LOC116273098	3929
LOC116273100	6059
LOC116273101	1272.6
LOC116273103	5750
LOC116273106	1590
LOC116273109	8583
LOC116273113	493
LOC116273115	1451
LOC116273116	13684.5
LOC116273120	2382.6
LOC116273121	3782
LOC116273122	1864.33333333333
LOC116273123	1325.66666666667
LOC116273126	1466
LOC116273129	995
LOC116273130	782
LOC116273132	8671
LOC116273133	643
LOC116273134	672
LOC116273140	6657
LOC116273141	6727
LOC116273142	859
LOC116273143	863
LOC116273144	766
LOC116273148	1490
LOC116273149	4417.72727272727
LOC116273151	2005
LOC116273153	5279.8
LOC116273154	1403.33333333333
LOC116273158	6103
LOC116273159	3995.6
LOC116273165	1508.33333333333
LOC116273171	875
LOC116273173	665
LOC116273175	1257
LOC116273179	4131.75
LOC116273186	1306
LOC116273189	684
LOC116273190	2235
LOC116273193	3901
LOC116273194	10777
LOC116273195	2405
LOC116273199	1829
LOC116273200	2826
LOC116273201	503.5
LOC116273202	2211
LOC116273203	343
LOC116273204	778
LOC116273205	1566
LOC116273239	3025.25
LOC116273241	533
LOC116273242	533
LOC116273244	1752
LOC116273247	716
LOC116273252	1029
LOC116273254	1126
LOC116273265	2337
LOC116273266	1258.33333333333
LOC116273267	1612
LOC116273271	1338
LOC116273272	513
LOC116273273	3898.25
LOC116273277	686
LOC116273280	3270.6
LOC116273281	2049
LOC116273287	2053
LOC116273288	417
LOC116273294	1669
LOC116273296	3217
LOC116273299	989
LOC116273300	2071
LOC116273303	1128
LOC116273305	613
LOC116273306	2329.5
LOC116273307	2327
LOC116273308	1063
LOC116273315	1503
LOC116273316	314
LOC116273318	1334.66666666667
LOC116273319	3055.33333333333
LOC116273321	393
LOC116273323	6364
LOC116273326	351
LOC116273327	1358.66666666667
LOC116273330	994
LOC116273331	1425
LOC116273334	736
LOC116273336	1768
LOC116273339	546
LOC116273347	230
LOC116273348	2596
LOC116273350	1399
LOC116273351	562
LOC116273354	4806
LOC116273356	1863.5
LOC116273357	1933.5
LOC116273361	763
LOC116273362	2681
LOC116273364	1029
LOC116273365	4389
LOC116273367	699
LOC116273369	6305
LOC116273370	923
LOC116273373	2617.5
LOC116273374	1333
LOC116273382	713
LOC116273383	611
LOC116273386	638
LOC116273389	4779
LOC116273393	2090
LOC116273396	1156
LOC116273398	1029
LOC116273399	2770
LOC116273405	4885
LOC116273408	1789
LOC116273409	2998
LOC116273410	6913.33333333333
LOC116273411	2765
LOC116273414	2998
LOC116273415	4963.66666666667
LOC116273416	3591
LOC116273418	6028.8
LOC116273420	526
LOC116273422	3800.5
LOC116273423	476
LOC116273424	3206.5
LOC116273428	633
LOC116273429	5417
LOC116273431	937
LOC116273435	7380
LOC116273436	1375
LOC116273440	3503
LOC116273444	1896
LOC116273453	4347.33333333333
LOC116273459	5089
LOC116273460	3261
LOC116273462	3923
LOC116273463	1131
LOC116273466	1242
LOC116273469	962
LOC116273472	728
LOC116273474	728
LOC116273475	2151
LOC116273478	8254
LOC116273479	702
LOC116273482	3891
LOC116273484	1214
LOC116273489	710
LOC116273492	1772.5
LOC116273494	447
LOC116273503	2325
LOC116273504	2676
LOC116273506	2812.6
LOC116273508	752
LOC116273512	803
LOC116273515	936
LOC116273521	774
LOC116273522	920
LOC116273524	3036
LOC116273527	1314.5
LOC116273538	5003
LOC116273539	558
LOC116273541	974
LOC116273542	1096
LOC116273543	2053.5
LOC116273544	875
LOC116273548	6716.66666666667
LOC116273551	3308
LOC116273552	1895
LOC116273554	1718.75
LOC116273555	1137
LOC116273558	788
LOC116273559	2530
LOC116273561	788
LOC116273562	4641.5
LOC116273563	1039
LOC116273564	486
LOC116273572	777
LOC116273575	813
LOC116273580	1455
LOC116273583	690.5
LOC116273589	694
LOC116273590	1286
LOC116273592	479
LOC116273593	4296
LOC116273594	556
LOC116273602	3277
LOC116273605	1565
LOC116273615	574
LOC116273618	1452.28571428571
LOC116273620	876.5
LOC116273629	559
LOC116273631	393
LOC116273635	4445
LOC116273637	4289.5
LOC116273640	1078
LOC116273641	1169.5
LOC116273642	3811.5
LOC116273646	1191
LOC116273653	3359.5
LOC116273654	498.5
LOC116273658	3198.33333333333
LOC116273667	1355
LOC116273671	665
LOC116273676	3295
LOC116273680	8400
LOC116273681	883
LOC116273688	3297
LOC116273717	1205.5
LOC116273720	3015
LOC116273734	2016
LOC116273735	2016
LOC116273737	1586
LOC116273738	1530
LOC116273743	1949
LOC116273751	3036
LOC116273763	208
LOC116273766	857
LOC116273769	2105.5
LOC116273781	2631
LOC116273784	2422
LOC116273785	635
LOC116273796	580
LOC116273798	409
LOC116273800	424
LOC116273836	2622
LOC116273843	2154
LOC116273845	2646
LOC116273849	3873.5
LOC116273852	3873.5
LOC116273872	2090
LOC116273873	3332
LOC116274104	305
LOC116274112	456
LOC116274115	3056
LOC116274116	1653.5
LOC116274120	2137
LOC116274123	1312
LOC116274145	671
LOC116274147	1215
LOC116274149	1703
LOC116274155	3431
LOC116274158	1432
LOC116274165	3452.5
LOC116274172	1016
LOC116274175	596
LOC116274176	596
LOC116274193	1138.2
LOC116274204	523
LOC116274213	1248
LOC116274214	2006
LOC116274223	6772.875
LOC116274225	877
LOC116274229	2784
LOC116274232	955
LOC116274242	4139
LOC116274418	1342.5
LOC116274420	1465
LOC116274421	665
LOC116274425	2117
LOC116274431	1958
LOC116274432	3191
LOC116274433	2556
LOC116274434	2971
LOC116274435	2442
LOC116274436	525
LOC116274437	2422
LOC116274441	4014
LOC116274443	2058
LOC116274445	718
LOC116274449	1468
LOC116274463	1392
LOC116274469	3420
LOC116274471	1357
LOC116274476	2436
LOC116274477	2140
LOC116274478	4567
LOC116274479	1906
LOC116274482	2140
LOC116274483	3598.5
LOC116274484	1906
LOC116274506	1674.5
LOC116274517	2637
LOC116274518	2132
LOC116274523	7348.5
LOC116274525	3135
LOC116274526	4710
LOC116274540	2472
LOC116274541	2497
LOC116274547	2497
LOC116274561	956
LOC116274568	2412
LOC116274585	1664
LOC116274586	2093
LOC116274587	744
LOC116274588	3975
LOC116274589	1228
LOC116274591	1163
LOC116274592	2012
LOC116274593	740
LOC116274594	5472
LOC116274595	1228
LOC116274596	381
LOC116274597	591
LOC116274598	2960
LOC116274600	7224
LOC116274601	1153
LOC116274611	2380
LOC116274614	1404
LOC116274623	1867
LOC116274632	998
LOC116274634	3584
LOC116274639	3790
LOC116274640	475
LOC116274643	1047
LOC116274647	297
LOC116274653	7738
LOC116274655	1068.5
LOC116274669	2867.5
LOC116274680	3419
LOC116274861	661
LOC116274866	1501
LOC116274887	3914
LOC116274895	975.5
LOC116274896	326
LOC116274897	1170.25
LOC116274898	326
LOC116274910	3813
LOC116274913	391
LOC116274928	2649
LOC116274937	3832
LOC116274940	3242.11111111111
LOC116274946	2581
LOC116274947	2583
LOC116274958	1136
LOC116274960	3519
LOC116274962	4907
LOC116274963	4470
LOC116275000	1493
LOC116275015	1652
LOC116275018	747
LOC116275021	663
LOC116275022	929
LOC116275031	1039
LOC116275036	6143
LOC116275037	1563
LOC116275215	3429
LOC116275234	915
LOC116275254	679
LOC116275256	2547
LOC116275257	1669
LOC116275258	1619
LOC116275259	560
LOC116275264	2541
LOC116275265	6840
LOC116275266	4760
LOC116275269	928
LOC116275277	2336
LOC116275278	569
LOC116275281	2650
LOC116275288	27920
LOC116275296	4273
LOC116275302	2958
LOC116275307	1374.75
LOC116275312	6942.5
LOC116275314	1285
LOC116275315	1719
LOC116275317	2505
LOC116275322	3267.66666666667
LOC116275326	3104
LOC116275347	711
LOC116275364	404
LOC116275379	2991
LOC116275380	2665.22222222222
LOC116275382	4098
LOC116275383	2665.22222222222
LOC116275386	1443.66666666667
LOC116275388	1342
LOC116275390	1257
LOC116275398	1109
LOC116275408	1684
LOC116275409	2545
LOC116275411	2635
LOC116275416	2492
LOC116275420	4041
LOC116275422	2723
LOC116275423	2394
LOC116275428	1807
LOC116275429	6905
LOC116275442	2073.75
LOC116275443	759
LOC116275444	2096
LOC116275446	2090
LOC116275457	5206.2
LOC116275459	5858
LOC116275657	3612
LOC116275658	3292
LOC116275668	511
LOC116275674	1048
LOC116275676	1975.5
LOC116275699	1258
LOC116275703	1662
LOC116275734	952
LOC116275745	4296
LOC116275749	4453
LOC116275750	4453
LOC116275752	2976
LOC116275762	2227
LOC116275778	2114
LOC116275781	769
LOC116275790	4400
LOC116275793	2300
LOC116275795	21066.2
LOC116275804	369
LOC116275807	2408
LOC116275810	1404
LOC116275813	922.5
LOC116275815	1766
LOC116275817	3442
LOC116275819	4290
LOC116275821	2439.5
LOC116275822	2713.8
LOC116275823	1730.75
LOC116275824	781
LOC116275825	1634
LOC116275826	3803
LOC116275827	1098
LOC116275828	4697.5
LOC116275831	1693
LOC116275832	3886.5
LOC116275835	6724
LOC116275838	1556
LOC116275839	2585.5
LOC116275840	3268
LOC116275841	9131.5
LOC116275842	1455.33333333333
LOC116275843	2270
LOC116275845	4220.75
LOC116275846	2259
LOC116275848	1951.25
LOC116275849	4804
LOC116275853	2613
LOC116275859	1575
LOC116275863	2015
LOC116275868	5944
LOC116275874	445
LOC116275879	778
LOC116275883	1603
LOC116275884	2278
LOC116275885	1544.5
LOC116275889	1480.44444444444
LOC116275897	612
LOC116275900	528
LOC116275902	695
LOC116275903	1416
LOC116275904	4986
LOC116275909	956
LOC116275910	4149
LOC116275911	928
LOC116275913	623
LOC116275917	2580
LOC116275918	5731.46875
LOC116275920	1532
LOC116275932	1445
LOC116275938	904
LOC116275943	5685.5
LOC116275959	1941
LOC116275963	3347.25
LOC116275966	1427.16666666667
LOC116275967	1809
LOC116276304	864
LOC116276312	1039
LOC116276313	1110
LOC116276315	1589
LOC116276317	2324
LOC116276321	5468
LOC116276323	313
LOC116276324	1911.66666666667
LOC116276330	1609
LOC116276341	758.4
LOC116276344	1930.25
LOC116276350	2699.57142857143
LOC116276352	1862
LOC116276356	1349
LOC116276357	3424.2
LOC116276368	1440
LOC116276383	634
LOC116276399	9463
LOC116276403	3291
LOC116276419	1389
LOC116276421	3217
LOC116276434	1908
LONP1	3503
LONP2	3388.4
LONRF1	3583
LONRF2	5617
LONRF3	3345.5
LORICRIN	2230
LOX	4204
LOXHD1	5931.33333333333
LOXL1	2808
LOXL2	3535
LOXL3	2873.2
LOXL4	4430.5
LPA	3928
LPAR1	3318.75
LPAR2	1679
LPAR3	3487
LPAR4	5184.5
LPAR5	2694
LPAR6	2829
LPCAT1	4678.66666666667
LPCAT2	6628
LPCAT3	2681
LPGAT1	7286.5
LPIN1	4038.75
LPIN2	6468.33333333333
LPIN3	4064
LPL	3554
LPO	2627
LPP	12446.0909090909
LPXN	1910
LRAT	2062
LRATD1	4511.83333333333
LRATD2	2745.5
LRBA	9224.6
LRCH1	4461.14285714286
LRCH2	2262
LRCH3	4046
LRCH4	2677
LRCOL1	587
LRFN1	4280.66666666667
LRFN2	3588
LRFN3	3788.5
LRFN4	2430
LRFN5	5902.5
LRG1	2071
LRGUK	7699.77777777778
LRIF1	3056.25
LRIG1	4444.8
LRIG2	7771.4
LRIG3	4211
LRIT1	6133
LRIT2	6243
LRIT3	10547
LRMDA	1611.2
LRMP	2653.8
LRP1	14346
LRP10	3218
LRP11	3594
LRP12	6003
LRP1B	16558.3333333333
LRP2	15035.5
LRP2BP	1797.5
LRP3	2860.25
LRP4	6348.5
LRP5	5085
LRP6	9904
LRP8	4590.63636363636
LRPAP1	1491.5
LRPPRC	5661
LRR1	1937.5
LRRC1	3738
LRRC10	3316
LRRC10B	2262
LRRC14	2359.81818181818
LRRC17	3877
LRRC18	2479.57142857143
LRRC19	2890
LRRC2	1606.5
LRRC20	3149.16666666667
LRRC23	1834.5
LRRC24	1845.5
LRRC25	2193.5
LRRC26	1896
LRRC27	1700.5
LRRC28	2204.14285714286
LRRC29	1363
LRRC3	4058
LRRC30	5649
LRRC31	2970.75
LRRC32	5819
LRRC34	1974.375
LRRC36	2232
LRRC38	2158
LRRC39	1607
LRRC3B	2280.625
LRRC3C	784.8
LRRC4	4411
LRRC41	3198
LRRC42	1755.2
LRRC43	2063
LRRC45	2675.33333333333
LRRC46	1480
LRRC47	2637.66666666667
LRRC49	2636.85714285714
LRRC4B	3613.66666666667
LRRC4C	6260.38888888889
LRRC52	1370
LRRC53	3798
LRRC55	6084.33333333333
LRRC56	2732.2
LRRC57	2401.5
LRRC58	1408
LRRC59	4334
LRRC6	2130.5
LRRC61	1897
LRRC63	2401.28571428571
LRRC66	4449
LRRC69	1215.5
LRRC7	5690.08333333333
LRRC70	7858
LRRC71	1954.5
LRRC72	1646
LRRC73	1756
LRRC74A	2154.5
LRRC74B	1488
LRRC75A	2067
LRRC75B	1242
LRRC8A	4240.8
LRRC8B	5222.4
LRRC8C	7968.8
LRRC8D	3855
LRRC8E	3577.5
LRRC9	6192.33333333333
LRRCC1	3017
LRRD1	5414.75
LRRFIP1	8953.2
LRRFIP2	3016.32258064516
LRRIQ1	6160.375
LRRIQ3	2883
LRRIQ4	1864
LRRK1	9312
LRRK2	7777.04347826087
LRRN1	3876.5
LRRN2	6177
LRRN3	3865.5
LRRN4	5246
LRRN4CL	2528
LRRTM1	2924
LRRTM2	4982
LRRTM3	6425
LRRTM4	3668.33333333333
LRSAM1	3083.85714285714
LRTM1	1246
LRTM2	5787
LRTOMT	2934
LRWD1	2183.5
LSAMP	11858.5
LSG1	3570
LSM1	947.5
LSM10	1135.5
LSM11	1205.5
LSM12	1837
LSM14A	3146
LSM14B	2607.5
LSM3	672
LSM4	1229
LSM5	1148.8
LSM6	829.666666666667
LSM7	509
LSM8	2823
LSMEM1	3323
LSMEM2	1548.8
LSP1	1943
LSR	2520.25
LSS	4146
LTA4H	2026
LTB4R	3686
LTB4R2	1500
LTBP1	5671.72727272727
LTBP2	8690
LTBP3	4735
LTBP4	5029.11111111111
LTBR	2457.33333333333
LTC4S	959
LTF	2962
LTK	3991
LTN1	6912.8
LTO1	2193.85714285714
LTV1	1904
LUC7L3	5808.2
LUM	2086
LURAP1	1285
